Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
No,Yes,Yes,33,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,50.3130201836463,0,3555
No,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,68.99492734976971,0,6063
No,No,Yes,19,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,30.881224069003483,0,3749
No,Yes,No,71,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,75.5317813903525,0,5617
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,4.533210782657255,0,4801
No,No,No,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,83.62804553497588,0,4785
No,Yes,Yes,71,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,64.207865561783,0,6420
No,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,75.91409618773051,0,4480
No,No,No,46,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,39.21543063642168,0,3007
No,No,No,33,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,51.02254403692548,0,3957
No,Yes,Yes,53,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,74.60831052905567,0,4190
Yes,Yes,No,50,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,73.70142468093816,0,5211
No,No,No,57,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,47.52104796824245,0,5281
No,Yes,Yes,54,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,33.050718600357236,0,5646
Yes,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,80.00781211856753,0,5084
No,Yes,Yes,10,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,24.83747169097531,0,3137
No,No,Yes,43,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,43.73614066192855,0,3176
Yes,Yes,No,13,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,29.13932051369764,0,5225
No,Yes,No,43,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,58.824314700640585,0,3972
No,Yes,Yes,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,9.492101980067428,0,4142
No,No,No,69,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,74.53388491149512,0,4631
No,Yes,No,61,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,35.7603131977336,0,5974
No,Yes,No,43,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,53.919847922634204,0,2168
No,Yes,No,56,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,70.37719801185608,0,5955
No,Yes,No,70,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,67.11855183181473,0,4858
No,Yes,Yes,49,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,67.23206080435136,0,5542
No,Yes,Yes,32,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,48.133668050544415,0,4343
Yes,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,89.86295120904944,0,6010
No,No,Yes,37,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,47.98280942170852,0,5447
No,Yes,No,69,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,85.15808828291063,0,4328
No,Yes,No,26,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,45.59111755594504,0,3350
No,Yes,Yes,58,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,78.90120404657966,0,4605
No,No,No,24,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,35.245567097154215,0,3398
No,Yes,Yes,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,9.972462083156797,0,3629
No,Yes,Yes,30,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,24.479583329787296,0,5045
No,Yes,No,55,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,58.839612507221695,0,5501
No,Yes,Yes,44,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,48.73602363755172,0,4896
No,No,No,47,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,53.03819378523367,0,5774
No,Yes,No,64,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,79.46288441782113,0,5369
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,4.370354676682432,0,2091
No,No,No,20,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,31.670964620611098,0,5741
No,Yes,No,37,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,39.9136568106707,0,4051
No,Yes,Yes,30,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,50.09940119402626,0,3409
No,No,No,38,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,56.459277359881256,0,2604
No,Yes,No,52,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,57.707018637250705,0,4275
No,No,Yes,71,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,74.31487065184194,0,4633
No,No,No,66,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,69.27048433496044,0,4838
No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,92.70598686169086,0,5949
No,No,Yes,25,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,31.153651471376513,0,5079
No,Yes,Yes,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,87.55455442180036,0,6082
No,Yes,Yes,53,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,60.712848722490364,0,4975
No,No,No,26,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,50.368641037852115,0,4191
No,No,No,21,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,37.33095230502431,0,2926
No,No,Yes,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,9.452512893405647,0,2432
No,No,No,48,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,66.67308302456097,0,4334
No,Yes,No,26,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,31.28258301355564,0,2519
No,Yes,No,60,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,35.47041020343577,0,5971
No,No,No,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,18.20302172717486,0,4769
No,No,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,9.205976319760984,0,5602
No,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,41.41376582731882,0,6263
No,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,41.414369486930504,0,6059
No,No,Yes,62,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,35.35675324460661,0,4402
No,Yes,Yes,66,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,63.22024992041712,0,5979
No,Yes,Yes,65,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,72.21564927354736,0,5314
No,No,No,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,25.946097972527586,0,2864
No,Yes,Yes,16,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,37.97630840405634,0,5560
Yes,No,No,50,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,72.26582871592909,0,5570
No,Yes,No,71,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,85.39174433163899,0,6319
No,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,20.603397778036516,0,3076
No,No,No,4,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,15.792403236999744,0,5281
No,Yes,Yes,58,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,66.45110984776703,0,4292
No,Yes,No,56,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,72.59889806326264,0,4615
No,Yes,Yes,56,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,53.71126511263722,0,5845
No,No,No,4,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,15.905973720586866,0,3334
No,No,No,10,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,20.885401600160815,0,5586
No,No,No,4,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,10.881176406988354,0,3030
No,Yes,No,51,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,60.41191935371695,0,5187
No,No,No,6,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,15.987495113369073,0,2979
No,Yes,Yes,63,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,48.93924805307086,0,5374
No,Yes,No,48,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,71.29901822605974,0,3109
No,No,Yes,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,25.387004549572207,0,3726
No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,6.268971207462991,0,4064
No,No,No,50,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,31.44916533073652,0,4934
No,No,No,33,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,49.05201321046874,0,4860
No,No,No,31,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,25.26954688948735,0,2598
No,Yes,Yes,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,13.82389236069205,0,5352
No,Yes,Yes,54,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,67.26105857031988,0,6275
No,No,No,46,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,68.2949485686899,0,4727
No,No,Yes,34,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,58.913495907134894,0,5382
No,Yes,Yes,71,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,83.12821422357153,0,4603
No,Yes,Yes,63,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,63.35771460524756,0,5733
No,No,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,35.888716889852724,0,5458
No,Yes,No,64,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,79.84860675052508,0,5483
Yes,Yes,No,61,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,72.46895887205777,0,4845
No,No,No,15,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,38.80012886576538,0,4521
No,No,No,18,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,30.220853727186462,0,5877
No,Yes,Yes,57,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,74.40295693048765,0,6245
No,Yes,Yes,14,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,28.557836052474283,0,3186
Yes,No,No,18,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,37.57193101239275,0,5137
Yes,Yes,No,72,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,74.84817967058385,0,6072
No,Yes,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,90.79812773400121,0,4280
No,No,No,38,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,27.230497608380205,0,2295
No,Yes,Yes,68,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,66.14982993175417,0,5215
Yes,Yes,No,65,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,77.25542052179898,0,5205
No,No,No,30,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,55.649797843298586,0,3936
No,Yes,No,51,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,62.45998719180144,0,4708
No,No,No,31,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,51.12142408032077,0,3727
No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,75.24426888474629,0,4390
No,No,No,37,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,26.363800939925184,0,5987
No,No,No,55,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,74.51207955761267,0,5101
No,No,Yes,33,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,57.22892625237695,0,3087
No,Yes,Yes,46,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,65.0891696060105,0,5187
No,No,Yes,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,7.3824115301167,0,4359
No,Yes,Yes,19,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,31.03063002905355,0,5735
No,No,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,38.70852619255866,0,4673
No,No,No,26,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,35.11623556134683,0,5451
No,Yes,No,45,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,69.87703485409209,0,3301
No,Yes,Yes,62,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,73.56391778582758,0,5995
No,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,12.167579874403948,0,3422
No,Yes,Yes,41,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,62.69409860584966,0,3275
No,Yes,Yes,67,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,83.03914739446691,0,4376
No,Yes,No,71,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,82.8067026272632,0,5856
No,Yes,Yes,37,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,51.56355301955055,0,4131
No,Yes,No,60,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,61.36937346918249,0,6174
No,No,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,11.382003338604326,0,5387
No,Yes,Yes,11,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,24.118457662130886,0,5777
No,Yes,Yes,10,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,30.48688242506931,0,4531
No,Yes,No,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,26.057628441590765,0,2236
No,No,No,62,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,62.02217345433809,0,5172
No,Yes,No,64,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,66.93803104364514,0,5037
No,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,22.347259339793773,0,5161
No,No,No,26,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,39.4106584568185,0,3079
No,No,Yes,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,14.815532390029054,0,3044
No,No,No,53,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,72.8824395859524,0,4635
No,No,No,33,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,50.762190654068505,0,4396
Yes,Yes,No,71,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,80.2200099725748,0,6004
No,No,No,29,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,44.64582847254601,0,3982
No,Yes,Yes,24,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,43.861714512772984,0,3019
No,Yes,Yes,20,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,30.65615761963655,0,3235
No,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,9.197825830053535,0,2196
No,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,77.37279883783448,0,5598
No,Yes,No,52,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,74.07428703673091,0,4969
No,No,No,9,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,25.524498036200438,0,5121
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,6.7379522111692065,0,4916
